"[N,i]",no. vertices,no. edges,transitivity,worthy,bipartite,order of symmetry group,order of a vertex stabilizer,order of dart stabilizer,no. of semi-transitive orientations,girth,dimeter,name,id
"C4[ 500, 51 ]",500,1000,semisymmetric,TRUE,TRUE,1000,4,1,0,8,8,"SS[500,1]",6480
"C4[ 500, 52 ]",500,1000,semisymmetric,TRUE,TRUE,1000,4,1,0,8,10,"SS[500,4]",6481
"C4[ 500, 53 ]",500,1000,semisymmetric,TRUE,TRUE,1000,4,1,0,6,10,"SS[500,5]",6482
"C4[ 501, 1 ]",501,1002,dart-transitive,TRUE,FALSE,2004,4,1,2,4,83,"C_501(1,166)",6483
"C4[ 502, 1 ]",502,1004,dart-transitive,FALSE,FALSE,18164883999103978e62,3618502788666131e60,9046256971665328e59,1,4,125,"W(251,2)",6484
"C4[ 504, 1 ]",504,1008,dart-transitive,FALSE,TRUE,364745081097546e64,7237005577332262e60,18092513943330656e59,3,4,126,"W(252,2)",6485
"C4[ 504, 2 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,3,4,28,"C_504(1,55)",6486
"C4[ 504, 3 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,3,4,36,"C_504(1,71)",6487
"C4[ 504, 4 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,3,4,63,"C_504(1,125)",6488
"C4[ 504, 5 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,3,4,63,"C_504(1,127)",6489
"C4[ 504, 6 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,3,4,18,"C_504(1,181)",6490
"C4[ 504, 7 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,3,4,18,"C_504(1,197)",6491
"C4[ 504, 8 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,3,4,84,"DW(168,3)",6492
"C4[ 504, 9 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,3,4,18,"{4,4}_[18,14]",6493
"C4[ 504, 10 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,3,4,21,"{4,4}_[21,12]",6494
"C4[ 504, 11 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,3,4,21,"{4,4}_<27,15>",6495
"C4[ 504, 12 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,3,4,42,"{4,4}_[42,6]",6496
"C4[ 504, 13 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,3,4,42,"{4,4}_<45,39>",6497
"C4[ 504, 14 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,6,36,"PS(72,7;2)",6498
"C4[ 504, 15 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,3,6,21,"PS(42,24;5)",6499
"C4[ 504, 16 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,3,6,21,"PS(42,24;7)",6500
"C4[ 504, 17 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,8,18,"PS(36,28;3)",6501
"C4[ 504, 18 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,8,18,"MPS(36,28;3)",6502
"C4[ 504, 19 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,6,12,"PS(24,21;2)",6503
"C4[ 504, 20 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,6,12,"PS(24,21;4)",6504
"C4[ 504, 21 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,3,6,12,"PS(24,21;8)",6505
"C4[ 504, 22 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,8,9,"PS(9,56;9)",6506
"C4[ 504, 23 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,8,9,"PS(18,56;3)",6507
"C4[ 504, 24 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,8,9,"PS(18,56;5)",6508
"C4[ 504, 25 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,3,6,14,"PS(18,56;13)",6509
"C4[ 504, 26 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,3,6,14,"PS(18,56;15)",6510
"C4[ 504, 27 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,8,9,"PS(18,56;17)",6511
"C4[ 504, 28 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,8,8,"PS(12,84;5)",6512
"C4[ 504, 29 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,8,8,"PS(12,84;11)",6513
"C4[ 504, 30 ]",504,1008,dart-transitive,TRUE,TRUE,4032,8,2,3,6,14,"PS(12,84;13)",6514
"C4[ 504, 31 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,8,8,"MPS(12,84;5)",6515
"C4[ 504, 32 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,8,8,"MPS(12,84;11)",6516
"C4[ 504, 33 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,3,6,12,"MPS(12,84;13)",6517
"C4[ 504, 34 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,6,12,"PS(3,168;25)",6518
"C4[ 504, 35 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,8,8,"PS(6,168;5)",6519
"C4[ 504, 36 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,8,8,"PS(6,168;11)",6520
"C4[ 504, 37 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,6,8,"PS(6,168;17)",6521
"C4[ 504, 38 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,8,8,"PS(6,168;19)",6522
"C4[ 504, 39 ]",504,1008,dart-transitive,TRUE,TRUE,8064,16,4,3,6,12,"PS(6,168;23)",6523
"C4[ 504, 40 ]",504,1008,dart-transitive,TRUE,TRUE,4032,8,2,3,6,14,"PS(6,168;29)",6524
"C4[ 504, 41 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,6,8,"PS(6,168;31)",6525
"C4[ 504, 42 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,8,8,"PS(6,168;37)",6526
"C4[ 504, 43 ]",504,1008,dart-transitive,TRUE,TRUE,4032,8,2,3,6,28,"PS(6,168;55)",6527
"C4[ 504, 44 ]",504,1008,dart-transitive,TRUE,TRUE,21437789116019123e24,4253529586511731e22,10633823966279327e21,2,4,63,"R_252(128,127)",6528
"C4[ 504, 45 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,6,31,"R_252(191,64)",6529
"C4[ 504, 46 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,6,31,"R_252(65,190)",6530
"C4[ 504, 47 ]",504,1008,dart-transitive,TRUE,FALSE,11621448766437018e5,2305843009213694e3,576460752303423500,1,4,31,"PX(63,3)",6531
"C4[ 504, 48 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,4,14,"PL(MSY(4,63,55,0))",6532
"C4[ 504, 49 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,4,14,"PL(MSY(6,42,13,0))",6533
"C4[ 504, 50 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,4,12,"PL(MSY(6,42,13,21))",6534
"C4[ 504, 51 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,4,12,"PL(MSY(12,21,13,0))",6535
"C4[ 504, 52 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,4,14,"PL(MC3(4,63,1,62,8,0,1),[4^63,126^2])",6536
"C4[ 504, 53 ]",504,1008,semisymmetric,TRUE,TRUE,4032,16,4,0,4,12,"PL(MC3(6,42,1,8,5,0,2),[3^84,12^21])",6537
"C4[ 504, 54 ]",504,1008,semisymmetric,TRUE,TRUE,32256,128,32,0,4,14,"PL(MC3(6,42,1,22,13,7,1),[4^63,36^7])",6538
"C4[ 504, 55 ]",504,1008,semisymmetric,TRUE,TRUE,32256,128,32,0,4,14,"PL(MC3(6,42,1,22,13,28,1),[4^63,18^14])",6539
"C4[ 504, 56 ]",504,1008,semisymmetric,TRUE,TRUE,4032,16,4,0,4,8,"PL(MC3(6,42,1,8,19,21,2),[6^42,12^21])",6540
"C4[ 504, 57 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,4,14,"PL(MC3(6,42,1,13,29,0,1),[6^42,14^18])",6541
"C4[ 504, 58 ]",504,1008,semisymmetric,TRUE,TRUE,2016,8,2,0,4,21,"PL(MC3(6,42,1,22,29,12,1),[4^63,42^6])",6542
"C4[ 504, 59 ]",504,1008,semisymmetric,TRUE,TRUE,2016,8,2,0,4,21,"PL(MC3(6,42,1,22,29,33,1),[4^63,84^3])",6543
"C4[ 504, 60 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,6,10,"Pr_168(1,61,65,125)",6544
"C4[ 504, 61 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,6,10,"Pr_168(1,145,149,125)",6545
"C4[ 504, 62 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,4,21,"PL(WH_84(2,0,19,23),[3^84,42^6])",6546
"C4[ 504, 63 ]",504,1008,semisymmetric,TRUE,TRUE,2016,8,2,0,4,28,"PL(WH_84(3,0,25,31),[3^84,28^9])",6547
"C4[ 504, 64 ]",504,1008,semisymmetric,TRUE,TRUE,2016,8,2,0,4,14,"PL(WH_84(3,25,31,42),[6^42,28^9])",6548
"C4[ 504, 65 ]",504,1008,semisymmetric,TRUE,TRUE,16128,64,16,0,4,21,"PL(WH_84(21,1,12,43),[4^63,21^12])",6549
"C4[ 504, 66 ]",504,1008,semisymmetric,TRUE,TRUE,16128,64,16,0,4,21,"PL(WH_84(21,1,43,54),[4^63,42^6])",6550
"C4[ 504, 67 ]",504,1008,semisymmetric,TRUE,TRUE,129024,512,128,0,4,14,"PL(Curtain_63(1,9,1,2,56),[4^63,14^18])",6551
"C4[ 504, 68 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,1,6,28,"AMC(56,3,[0.1:1.2])",6552
"C4[ 504, 69 ]",504,1008,semisymmetric,TRUE,TRUE,129024,512,128,0,4,14,"PL(BC_126({0,63},{1,118})",6553
"C4[ 504, 70 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,8,8,"UG(ATD[504,1])",6554
"C4[ 504, 71 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,8,8,"UG(ATD[504,3])",6555
"C4[ 504, 72 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,4,14,"UG(ATD[504,5])",6556
"C4[ 504, 73 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,8,8,"UG(ATD[504,7])",6557
"C4[ 504, 74 ]",504,1008,half-arc-transitive,TRUE,FALSE,1008,2,1,2,8,10,"UG(ATD[504,9])",6558
"C4[ 504, 75 ]",504,1008,half-arc-transitive,TRUE,FALSE,1008,2,1,2,8,8,"UG(ATD[504,11])",6559
"C4[ 504, 76 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,6,9,"UG(ATD[504,13])",6560
"C4[ 504, 77 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,6,8,"UG(ATD[504,15])",6561
"C4[ 504, 78 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,6,8,"UG(ATD[504,17])",6562
"C4[ 504, 79 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,6,8,"UG(ATD[504,19])",6563
"C4[ 504, 80 ]",504,1008,half-arc-transitive,TRUE,TRUE,1008,2,1,2,6,13,"UG(ATD[504,21])",6564
"C4[ 504, 81 ]",504,1008,half-arc-transitive,TRUE,FALSE,1008,2,1,2,6,8,"UG(ATD[504,63])",6565
"C4[ 504, 82 ]",504,1008,half-arc-transitive,TRUE,FALSE,1008,2,1,2,6,8,"UG(ATD[504,65])",6566
"C4[ 504, 83 ]",504,1008,half-arc-transitive,TRUE,FALSE,1008,2,1,2,3,12,"UG(ATD[504,67])",6567
"C4[ 504, 84 ]",504,1008,half-arc-transitive,TRUE,FALSE,1008,2,1,2,6,12,"UG(ATD[504,69])",6568
"C4[ 504, 85 ]",504,1008,half-arc-transitive,TRUE,FALSE,1008,2,1,2,6,8,"UG(ATD[504,71])",6569
"C4[ 504, 86 ]",504,1008,half-arc-transitive,TRUE,FALSE,1008,2,1,2,3,12,"UG(ATD[504,73])",6570
"C4[ 504, 87 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,3,8,8,"UG(ATD[504,79])",6571
"C4[ 504, 88 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,3,4,14,"UG(ATD[504,85])",6572
"C4[ 504, 89 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,3,8,8,"UG(ATD[504,91])",6573
"C4[ 504, 90 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,3,8,11,"UG(ATD[504,94])",6574
"C4[ 504, 91 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,3,6,21,"UG(ATD[504,97])",6575
"C4[ 504, 92 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,3,6,8,"UG(ATD[504,100])",6576
"C4[ 504, 93 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,3,6,21,"UG(ATD[504,103])",6577
"C4[ 504, 94 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,8,8,"UG(ATD[504,167])",6578
"C4[ 504, 95 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,8,8,"UG(ATD[504,169])",6579
"C4[ 504, 96 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,6,10,"UG(ATD[504,171])",6580
"C4[ 504, 97 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,6,10,"UG(ATD[504,173])",6581
"C4[ 504, 98 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,1,4,9,"UG(ATD[504,179])",6582
"C4[ 504, 99 ]",504,1008,dart-transitive,TRUE,TRUE,4032,8,2,1,6,10,"UG(ATD[504,180])",6583
"C4[ 504, 100 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,1,6,9,"UG(ATD[504,181])",6584
"C4[ 504, 101 ]",504,1008,dart-transitive,TRUE,TRUE,4032,8,2,1,6,9,"UG(ATD[504,182])",6585
"C4[ 504, 102 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,8,7,"UG(ATD[504,183])",6586
"C4[ 504, 103 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,3,9,"UG(ATD[504,185])",6587
"C4[ 504, 104 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,6,8,"UG(ATD[504,187])",6588
"C4[ 504, 105 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,6,7,"UG(ATD[504,189])",6589
"C4[ 504, 106 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,6,7,"UG(ATD[504,191])",6590
"C4[ 504, 107 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,6,8,"UG(ATD[504,193])",6591
"C4[ 504, 108 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,3,10,"UG(ATD[504,195])",6592
"C4[ 504, 109 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,4,8,"UG(ATD[504,197])",6593
"C4[ 504, 110 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,8,7,"UG(ATD[504,199])",6594
"C4[ 504, 111 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,3,13,"UG(ATD[504,201])",6595
"C4[ 504, 112 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,6,9,"UG(ATD[504,203])",6596
"C4[ 504, 113 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,6,9,"UG(ATD[504,205])",6597
"C4[ 504, 114 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,8,8,"UG(ATD[504,207])",6598
"C4[ 504, 115 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,1,6,9,"UG(ATD[504,209])",6599
"C4[ 504, 116 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,1,6,9,"UG(ATD[504,210])",6600
"C4[ 504, 117 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,9,8,"UG(ATD[504,211])",6601
"C4[ 504, 118 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,8,9,"UG(ATD[504,213])",6602
"C4[ 504, 119 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,7,8,"UG(ATD[504,215])",6603
"C4[ 504, 120 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,6,8,"UG(ATD[504,217])",6604
"C4[ 504, 121 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,7,8,"UG(ATD[504,219])",6605
"C4[ 504, 122 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,3,12,"UG(ATD[504,221])",6606
"C4[ 504, 123 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,2,6,10,"UG(ATD[504,223])",6607
"C4[ 504, 124 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,1,8,9,"UG(ATD[504,225])",6608
"C4[ 504, 125 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,1,6,8,"UG(ATD[504,226])",6609
"C4[ 504, 126 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,1,8,9,"UG(ATD[504,227])",6610
"C4[ 504, 127 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,1,8,7,"UG(ATD[504,228])",6611
"C4[ 504, 128 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,1,6,9,"UG(ATD[504,229])",6612
"C4[ 504, 129 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,1,6,10,"UG(ATD[504,230])",6613
"C4[ 504, 130 ]",504,1008,dart-transitive,TRUE,TRUE,2016,4,1,1,6,9,"UG(ATD[504,231])",6614
"C4[ 504, 131 ]",504,1008,dart-transitive,TRUE,TRUE,4032,8,2,1,4,10,"UG(ATD[504,232])",6615
"C4[ 504, 132 ]",504,1008,dart-transitive,TRUE,TRUE,4032,8,2,1,8,10,"UG(ATD[504,233])",6616
"C4[ 504, 133 ]",504,1008,semisymmetric,TRUE,TRUE,528482304,2097152,524288,0,4,21,"PL(ATD[6,1]#ATD[21,4])",6617
"C4[ 504, 134 ]",504,1008,semisymmetric,TRUE,TRUE,2016,8,2,0,4,14,"PL(ATD[18,2]#DCyc[7])",6618
"C4[ 504, 135 ]",504,1008,semisymmetric,TRUE,TRUE,4032,16,4,0,4,8,"PL(ATD[42,3]#DCyc[3])",6619
"C4[ 504, 136 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,6,8,HC(F84),6620
"C4[ 504, 137 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,0,6,8,"MG(Rmap(504,347){6,14|14}_18)",6621
"C4[ 504, 138 ]",504,1008,dart-transitive,TRUE,FALSE,2016,4,1,0,8,9,"MG(Rmap(504,395){14,14|18}_18)",6622
"C4[ 504, 139 ]",504,1008,dart-transitive,TRUE,FALSE,6048,12,3,0,9,8,"MG(Rmap(504,432){18,18|14}_18)",6623
"C4[ 504, 140 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,4,10,"XI(Rmap(252,13){4,42|6}_28)",6624
"C4[ 504, 141 ]",504,1008,semisymmetric,FALSE,TRUE,8575115646407649e25,3402823669209385e23,8507059173023462e22,0,4,14,"SDD(PS(6,21;8))",6625
"C4[ 504, 142 ]",504,1008,semisymmetric,FALSE,TRUE,42875578232038246e24,17014118346046923e22,4253529586511731e22,0,4,42,"SDD(DW(42,3))",6626
"C4[ 504, 143 ]",504,1008,semisymmetric,FALSE,TRUE,42875578232038246e24,17014118346046923e22,4253529586511731e22,0,4,18,"SDD(C_126(1,55))",6627
"C4[ 504, 144 ]",504,1008,semisymmetric,FALSE,TRUE,42875578232038246e24,17014118346046923e22,4253529586511731e22,0,4,14,SDD(L(F84)),6628
"C4[ 504, 145 ]",504,1008,semisymmetric,FALSE,TRUE,9886435233234022e43,39231885846166755e40,9807971461541689e40,0,4,63,"SDD(W(63,2))",6629
"C4[ 504, 146 ]",504,1008,semisymmetric,FALSE,TRUE,42875578232038246e24,17014118346046923e22,4253529586511731e22,0,4,11,"SDD(MG(Rmap(126,28){7,7|9}_9))",6630
"C4[ 504, 147 ]",504,1008,semisymmetric,TRUE,TRUE,2016,8,2,0,4,10,"XI(Rmap(252,143){8,12|6}_21)",6631
"C4[ 504, 148 ]",504,1008,semisymmetric,FALSE,TRUE,12862673469611474e25,5104235503814077e23,12760588759535192e22,0,4,10,"SDD(MG(Rmap(126,38){9,9|7}_9))",6632
"C4[ 504, 149 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,4,21,"XI(Rmap(252,203){12,42|4}_21)",6633
"C4[ 504, 150 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,4,10,"XI(Rmap(252,206){28,18|4}_63)",6634
"C4[ 504, 151 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,6,8,"HC(Rmap(126,24){3,7|7}_9)",6635
"C4[ 504, 152 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,6,8,"HC(Rmap(126,26){3,9|9}_7)",6636
"C4[ 504, 153 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,6,8,"HC(Rmap(126,28){7,7|9}_9)",6637
"C4[ 504, 154 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,8,8,"HC(Rmap(126,29){7,7|9}_9)",6638
"C4[ 504, 155 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,6,8,"HC(Rmap(126,33){7,9|3}_7)",6639
"C4[ 504, 156 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,8,9,"HC(Rmap(126,38){9,9|7}_9)",6640
"C4[ 504, 157 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,4,12,"PL(CSI(DW(6,3)[4^9],7))",6641
"C4[ 504, 158 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,8,8,"BGCG({4,4}_6,0,C_7,1)",6642
"C4[ 504, 159 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,8,8,"BGCG({4,4}_6,0,C_7,2)",6643
"C4[ 504, 160 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,8,8,"BGCG({4,4}_6,0,C_7,{3,5,9,10})",6644
"C4[ 504, 161 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,6,8,"BGCG(Pr_12(1,1,5,5),C_7,1)",6645
"C4[ 504, 162 ]",504,1008,semisymmetric,TRUE,TRUE,2016,8,2,0,4,10,"PL(CSI(MC3(6,7,1,3,3,0,1)[4^21],3))",6646
"C4[ 504, 163 ]",504,1008,semisymmetric,TRUE,TRUE,528482304,2097152,524288,0,4,21,"PL(CS(DW(21,3)[6^21],1))",6647
"C4[ 504, 164 ]",504,1008,semisymmetric,TRUE,TRUE,2016,8,2,0,4,8,"BGCG(MC3(6,14,1,3,3,0,1),C_3,1)",6648
"C4[ 504, 165 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,6,9,"BGCG(L(F56C),C_3,{3,4})",6649
"C4[ 504, 166 ]",504,1008,semisymmetric,FALSE,TRUE,17150231292815299e25,680564733841877e24,17014118346046923e22,0,4,12,"SDD(PS(6,21;2))",6650
"C4[ 504, 167 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,4,28,"BGCG(AMC(28,3,[0.1:1.2]);K1;1)",6651
"C4[ 504, 168 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,6,28,"BGCG(AMC(28,3,[0.1:1.2]);K1;{2,3})",6652
"C4[ 504, 169 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,8,14,"BGCG(UG(ATD[252,26]);K1;5)",6653
"C4[ 504, 170 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,6,8,"BGCG(UG(ATD[252,60]);K1;1)",6654
"C4[ 504, 171 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,6,8,"BGCG(UG(ATD[252,60]);K1;3)",6655
"C4[ 504, 172 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,6,8,"BGCG(UG(ATD[252,60]);K1;{4,7})",6656
"C4[ 504, 173 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,6,7,"BGCG(UG(ATD[252,61]);K1;{1,7})",6657
"C4[ 504, 174 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,6,8,"BGCG(UG(ATD[252,61]);K1;2)",6658
"C4[ 504, 175 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,8,9,"BGCG(UG(ATD[252,62]);K1;1)",6659
"C4[ 504, 176 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,6,8,"BGCG(UG(ATD[252,62]);K1;5)",6660
"C4[ 504, 177 ]",504,1008,semisymmetric,TRUE,TRUE,1008,4,1,0,8,14,"SS[504,1]",6661
"C4[ 505, 1 ]",505,1010,dart-transitive,TRUE,FALSE,2020,4,1,0,4,20,"C_505(1,192)",6662
"C4[ 505, 2 ]",505,1010,dart-transitive,TRUE,FALSE,2020,4,1,2,4,50,"C_505(1,201)",6663
"C4[ 505, 3 ]",505,1010,dart-transitive,TRUE,FALSE,2020,4,1,0,4,18,"C_505(1,212)",6664
"C4[ 505, 4 ]",505,1010,half-arc-transitive,TRUE,FALSE,1010,2,1,2,5,8,"PS(5,101;6)",6665
"C4[ 505, 5 ]",505,1010,half-arc-transitive,TRUE,FALSE,1010,2,1,2,5,8,"PS(5,101;14)",6666
"C4[ 506, 1 ]",506,1012,dart-transitive,FALSE,FALSE,7323849644260249e63,14474011154664524e60,3618502788666131e60,1,4,126,"W(253,2)",6667
"C4[ 506, 2 ]",506,1012,dart-transitive,TRUE,TRUE,2024,4,1,3,4,23,"C_506(1,45)",6668
"C4[ 506, 3 ]",506,1012,half-arc-transitive,TRUE,TRUE,1012,2,1,2,6,11,"PS(22,23;2)",6669
"C4[ 506, 4 ]",506,1012,half-arc-transitive,TRUE,TRUE,1012,2,1,2,8,11,"PS(22,23;3)",6670
"C4[ 506, 5 ]",506,1012,half-arc-transitive,TRUE,TRUE,1012,2,1,2,8,11,"PS(22,23;4)",6671
"C4[ 506, 6 ]",506,1012,half-arc-transitive,TRUE,TRUE,1012,2,1,2,8,11,"PS(22,23;5)",6672
"C4[ 506, 7 ]",506,1012,half-arc-transitive,TRUE,TRUE,1012,2,1,2,8,11,"PS(22,23;7)",6673
"C4[ 506, 8 ]",506,1012,dart-transitive,TRUE,FALSE,12144,24,6,0,9,7,"MSZ(11,46,3,13)",6674
"C4[ 506, 9 ]",506,1012,dart-transitive,TRUE,TRUE,12144,24,6,0,6,9,"MSZ(22,23,7,2)",6675
"C4[ 506, 10 ]",506,1012,semisymmetric,TRUE,TRUE,6072,24,6,0,10,7,"BGCG(MSZ(11,23,4,2);K1;1)",6676
"C4[ 506, 11 ]",506,1012,dart-transitive,TRUE,FALSE,6072,12,3,0,8,7,"AT[506,3]",6677
"C4[ 506, 12 ]",506,1012,dart-transitive,TRUE,FALSE,12144,24,6,0,9,7,"AT[506,4]",6678
"C4[ 507, 1 ]",507,1014,dart-transitive,TRUE,FALSE,2028,4,1,2,4,84,"C_507(1,170)",6679
